,_entropy_hour,_label,_rate,_total,cnt_event_type,ntfid_arp,ntfid_box_conn,ntfid_box_discon,ntfid_conn_at_home,ntfid_defaut_pass,ntfid_device_router,ntfid_net_controlblk,ntfid_new_device,ntfid_web_threat
6c1b0325a39a74e7c6190b880864f5ac,1.27022812514,1,0.999032526554,-0.282001318374,-0.282001318374,0.0,0.0,0.608695652174,0.0,0.0,0.0,0.0,0.217391304348,0.173913043478
0f31281c6a9f609762ecfe70dfc25f25,0.735621939759,1,0.910942389255,-0.321176016553,-0.321176016553,0.0,0.0,0.777777777778,0.0,0.0,0.0,0.0,0.111111111111,0.111111111111
70224f7b5b882b2318e19871d7781048,0.286835983056,0,0.257670878667,-0.340763365642,-0.340763365642,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
cedb69fd9b2b40975d7ef2757fc3a74c,1.03386784222,1,0.972823462901,-0.293194089282,-0.293194089282,0.0,0.0,0.421052631579,0.0,0.0,0.0526315789474,0.0,0.157894736842,0.368421052632
5d995c72a8049f7edc9f4c16eba8c38c,0.456334432293,1,0.998497690121,-0.32397420928,-0.32397420928,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.375,0.0
ef748e8a82a51ba28ad20b14fd8d6978,1.45170037909,1,0.998810784223,-0.139293489293,-0.139293489293,0.0,0.189189189189,0.162162162162,0.0,0.0,0.0,0.0,0.189189189189,0.459459459459
a549a2476192ec0234d486fab60782e3,0.651950837378,1,0.998093171116,-0.326772402007,-0.326772402007,0.0,0.428571428571,0.285714285714,0.0,0.0,0.0,0.0,0.142857142857,0.0
bd4123639e4e3bf5918ad78009d838cc,2.83148024007,1,0.994560234363,0.60222758338,0.60222758338,0.0,0.00589970501475,0.00294985250737,0.684365781711,0.0,0.0,0.0,0.0,0.0147492625369
d984e32f5c3a9fdfcd8c2d6733f5b62a,1.88392969585,1,0.99358807463,-0.133697103839,-0.133697103839,0.0,0.0,0.0263157894737,0.855263157895,0.0,0.0,0.0,0.0,0.0526315789474
708ddccdb0d35af1434aa7e1239ecfc0,1.49028197971,1,0.994580635699,-0.172871802018,-0.172871802018,0.0,0.0,0.129032258065,0.0,0.0,0.0,0.0,0.0,0.870967741935
b2741b22b8407b06c455f37cc4bf52e6,2.16664956564,1,0.99931477936,0.101351085235,0.101351085235,0.03125,0.03125,0.025,0.0,0.0,0.0,0.475,0.04375,0.05
abad1022711b667cf96b14a4e8762e47,2.36938211969,1,0.998898901071,-0.0217693947562,-0.0217693947562,0.0,0.00862068965517,0.00862068965517,0.603448275862,0.0,0.0,0.0,0.00862068965517,0.00862068965517
43e07a2338d00af0d227ce2323bda236,0.56608573896,0,0.987015961933,-0.206450114743,-0.206450114743,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0
b704ad2bf91918142e129e1729a291bd,0.615990578321,0,0.998145513501,-0.329570594734,-0.329570594734,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.833333333333
9c5dd6d298d89effa43ae3e895512e11,2.04348128262,1,0.639179717797,-0.156082645656,-0.156082645656,0.0,0.0,0.220588235294,0.0,0.0,0.0,0.0,0.0294117647059,0.75
c3774699425f297fff004aa3cf6c5e62,0.615990578321,1,0.99912443417,-0.295992282009,-0.295992282009,0.0,0.333333333333,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.166666666667
a531cfe50b5ab684b1c90e0cf48d20dd,1.44351492028,1,0.998036276916,-0.206450114743,-0.206450114743,0.0,0.1,0.14,0.0,0.0,0.0,0.0,0.42,0.28
5e6f452718fc5e37c83d086abd7375c2,0.709713102424,1,0.999634593309,-0.32397420928,-0.32397420928,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.625
24d0b9ddd8dfc8b83283708f197fadae,1.78486176069,1,0.999762306917,-0.184064572926,-0.184064572926,0.0,0.0,0.327586206897,0.0,0.0,0.0,0.0,0.0862068965517,0.51724137931
7dd0872f91e7a468438e3ee41e5646d9,0.376770161256,1,0.964329466023,-0.337965172915,-0.337965172915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333
3c3eb091d5eaf8adcce7d140c0006e84,1.98927004109,1,0.951375670206,-0.158880838383,-0.158880838383,0.0,0.194029850746,0.179104477612,0.0,0.0,0.0,0.0,0.298507462687,0.313432835821
924603cfdb6d3fba5ae24c1e8d64011e,3.1202915653,1,0.996789874949,5.07094136851,5.07094136851,0.0,0.0,0.00568181818182,0.469524793388,0.0,0.0,0.0,0.0263429752066,0.00878099173554
abf275d145774439059ce90de2a15574,2.04824080767,1,0.998491836142,-0.0385585511186,-0.0385585511186,0.0,0.0,0.727272727273,0.0,0.0,0.0,0.0,0.118181818182,0.0909090909091
ba7bc63123b9aadfcea8e14256cb66a6,0.456334432293,1,0.867809337159,-0.335166980188,-0.335166980188,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0
a82a916b9c0a3c0caf7e71f7b2bf8d1f,0.286835983056,1,0.6667335073,-0.340763365642,-0.340763365642,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0fdf2da575f6751d5f8874f69572d409,0.344598248103,1,0.99277226595,-0.337965172915,-0.337965172915,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.0
6dda1374a587ce9ee47cdc431064d5c3,1.38575265523,1,0.999649929201,-0.220441078378,-0.220441078378,0.0222222222222,0.0,0.911111111111,0.0,0.0,0.0,0.0,0.0444444444444,0.0222222222222
01bd421f322f4d90ceba1529acf4fe2b,0.173205206749,0,0.995027934166,-0.343561558369,-0.343561558369,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145a0c0d54932846cb59af5fc075436,1.10821535519,1,0.994470084555,-0.298790474736,-0.298790474736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9e9fa9dc36607a2582c92fe3c90491f3,1.96867653663,1,0.998356105088,0.48750168157,0.48750168157,0.0,0.0,0.55033557047,0.0,0.0,0.0,0.0,0.0369127516779,0.00671140939597
0950cadd54cdec6a4f0999df3bbb031b,1.7541282515,1,0.998710599656,-0.102916983841,-0.102916983841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586206896552,0.0919540229885
0988ad78b1813f68d6bdcc5ffa4cfc21,0.173205206749,1,0.995130198974,-0.343561558369,-0.343561558369,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e131f5da971d8b25a4d4afd56e981c22,0.940145318121,0,0.973708136845,-0.309983245644,-0.309983245644,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.846153846154
6191424a27d5052c57fbafa0a2b391b6,0.979820322305,1,0.993549300822,-0.293194089282,-0.293194089282,0.0526315789474,0.315789473684,0.263157894737,0.0,0.0,0.0,0.0,0.157894736842,0.0
88cfdd83d76afd62f9cb62052749241e,2.10191034331,1,0.999775349075,-0.055347707481,-0.055347707481,0.0,0.0,0.0384615384615,0.0,0.0,0.0,0.0,0.0384615384615,0.903846153846
3ea5a16a57da922ad7e54959523b70a0,1.01328432955,1,0.998921743066,-0.268010354738,-0.268010354738,0.0,0.214285714286,0.285714285714,0.0,0.0,0.0,0.0,0.0714285714286,0.357142857143
a9bc088f2d7c8016cba76c97c7a99e8b,1.05566984821,1,0.999508060553,-0.287597703828,-0.287597703828,0.0,0.0,0.571428571429,0.0,0.047619047619,0.0,0.0,0.0,0.0
d342d606328411ee0d289200908533d5,2.20616084821,0,0.928965818321,0.00901072524155,0.00901072524155,0.0,0.0314960629921,0.0314960629921,0.503937007874,0.0,0.0,0.181102362205,0.0708661417323,0.0314960629921
efe94dc5e220ba05421c5627f5d518b4,1.61541946658,1,0.999078425265,1.09191131062,1.09191131062,0.0,0.0525291828794,0.0350194552529,0.632295719844,0.0525291828794,0.0175097276265,0.0,0.105058365759,0.0525291828794
5f4af85d52129730510d42dedbb21cd2,1.16338686987,1,0.99840676512,-0.282001318374,-0.282001318374,0.0,0.0,0.95652173913,0.0,0.0,0.0,0.0,0.0,0.0434782608696
53efc1424c8169675e505237c80db71c,2.28217409573,0,0.895665294665,0.0649745797829,0.0649745797829,0.0,0.0,0.0340136054422,0.462585034014,0.0,0.0,0.122448979592,0.0544217687075,0.0408163265306
61f2e691824644232d986a9b1207fb9b,1.37764167749,1,0.999010568841,-0.270808547465,-0.270808547465,0.0,0.037037037037,0.62962962963,0.0,0.0,0.0,0.0,0.0740740740741,0.259259259259
95ee5b94bac13dadc0ba5f8f9a9c432e,0.815186210796,1,0.967023207957,-0.318377823826,-0.318377823826,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0
c9931eef966dbc3fb5f49d10d403a11c,0.511740073417,0,0.811880685969,-0.332368787461,-0.332368787461,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0
50b6328f472d47efc7c696295280d8de,0.173205206749,1,0.999196355582,-0.343561558369,-0.343561558369,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
391a60f9842d172990a2191f766f2da4,1.81598324595,1,0.998381353189,-0.192459151107,-0.192459151107,0.0,0.0181818181818,0.0,0.418181818182,0.0,0.0,0.0181818181818,0.0363636363636,0.0181818181818
3ca223769f9ceee21c088c1012b8c4b5,0.829295806309,1,0.996878791496,-0.312781438371,-0.312781438371,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.666666666667,0.0
412f4c1b61ee50c6c4df0fa8079447a6,1.65229474966,1,0.374813654217,-0.231633849286,-0.231633849286,0.0,0.19512195122,0.292682926829,0.0,0.0,0.0,0.0,0.317073170732,0.0975609756098
b06fecc134916fd178436a57e972751f,2.28217409573,1,0.99513526172,-0.0329621656645,-0.0329621656645,0.0,0.0,0.0,0.357142857143,0.0,0.0,0.321428571429,0.0535714285714,0.00892857142857
7914c1cf9d5e64e95e1c315945059c64,1.5861426873,1,0.858502947719,-0.0161730093021,-0.0161730093021,0.0,0.0,0.186440677966,0.228813559322,0.0,0.0,0.0,0.0254237288136,0.330508474576
c5d9e7469f6d46d055c8cf03f17627bc,0.867563228481,1,0.974819186071,-0.279203125647,-0.279203125647,0.0,0.166666666667,0.25,0.0,0.0,0.0,0.0,0.25,0.333333333333
2eb6cfaef03648164aae1164dac96d81,0.623848004006,1,0.990894859794,-0.295992282009,-0.295992282009,0.0,0.5,0.444444444444,0.0,0.0,0.0,0.0,0.0,0.0
25f01863767dade8e9dfb4b001d12d2a,0.802818782038,0,0.958735047722,-0.315579631098,-0.315579631098,0.0909090909091,0.0909090909091,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.363636363636
38bc282422052d9b64065ebe6857b214,1.13699431846,1,0.999789632721,-0.295992282009,-0.295992282009,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.222222222222
a5c821ab68c60d9c8baf602abb5a7bbb,2.28217409573,1,0.990328484677,0.456721561573,0.456721561573,0.0,0.491289198606,0.487804878049,0.0,0.0,0.0,0.0,0.00696864111498,0.0
c40837cf16003bc546941a71af6fb84c,1.76231371031,1,0.99757580234,0.0537818088746,0.0537818088746,0.0,0.00699300699301,0.013986013986,0.93006993007,0.0,0.0,0.0,0.0,0.00699300699301
8fe1e6fb41528db7a563e11381def90a,2.28981784866,1,0.997975677294,0.118140241597,0.118140241597,0.0180722891566,0.00602409638554,0.0,0.542168674699,0.0,0.0,0.0963855421687,0.0180722891566,0.0120481927711
31d00a94c66155064f30c6599d80534a,0.940145318121,1,0.998371178045,-0.254019391103,-0.254019391103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606060606061,0.333333333333
ce06e34bf942e24086105484bc38fafa,2.07944154168,1,0.99874676743,-0.0805314420247,-0.0805314420247,0.0,0.0105263157895,0.2,0.0,0.0,0.0,0.0,0.168421052632,0.336842105263
e20030a20c5dc9da30efbaca462e6aeb,1.39852865946,1,0.99007634791,-0.254019391103,-0.254019391103,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.393939393939,0.272727272727
897befbc161003c71a9d1230ce07824e,0.615990578321,1,0.980782168909,-0.312781438371,-0.312781438371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
c281e1e76f2c460f195dcc36a0fbb2cf,1.26788560315,1,0.999803772308,-0.265212162011,-0.265212162011,0.0344827586207,0.103448275862,0.103448275862,0.0,0.0,0.0,0.0,0.137931034483,0.586206896552
8fabaa39751b15a03eac2a5505f5423e,1.52428769284,1,0.996750704715,-0.254019391103,-0.254019391103,0.0,0.0909090909091,0.272727272727,0.0,0.0,0.0606060606061,0.0,0.333333333333,0.030303030303
d5749b5566c2a8ba2fee173ef0dfa8c5,2.17429331856,1,0.585617131327,0.0929565070536,0.0929565070536,0.0,0.0,0.28025477707,0.0,0.0955414012739,0.00636942675159,0.0,0.242038216561,0.152866242038
d4a8ba12c85c9c629967b802764efa10,1.31148961513,1,0.999809012431,-0.273606740192,-0.273606740192,0.0,0.0384615384615,0.653846153846,0.0,0.0,0.0,0.0,0.115384615385,0.192307692308
63e30031ac7969d576ceeaa8a262387e,1.60869073768,1,0.997996659548,-0.206450114743,-0.206450114743,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.08
25ac002664e3b783ccdc7aa16475ebf1,1.70455144527,1,0.979305527975,-0.186862765653,-0.186862765653,0.0,0.0,0.0175438596491,0.912280701754,0.0,0.0,0.0,0.0,0.0350877192982
830dabbf5d79a5da7b53672c7c5c108b,2.49906490285,1,0.999755022539,0.213278794318,0.213278794318,0.0,0.015,0.555,0.0,0.0,0.0,0.0,0.025,0.405
41085efa302dbddf09819a02aba632ec,1.00546682933,1,0.999777510202,-0.287597703828,-0.287597703828,0.047619047619,0.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.047619047619
a716a548aa1893674a620b601d6a1d13,2.14196333177,1,0.440887466098,-0.0469531292998,-0.0469531292998,0.00934579439252,0.018691588785,0.018691588785,0.0841121495327,0.0,0.0,0.140186915888,0.102803738318,0.00934579439252
ef6b9729c0e33f9c79e861310c99e90c,2.3475801137,1,0.855402697503,0.00341433978741,0.00341433978741,0.0,0.048,0.832,0.0,0.0,0.0,0.0,0.032,0.08
4ef45823b4325801eea632d3e61dd271,1.1177327444,0,0.999675048597,-0.295992282009,-0.295992282009,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.166666666667,0.444444444444
b9c96dcedea269e11eb43262d9cba730,1.90803004371,1,0.974038942375,0.0118089179686,0.0118089179686,0.0,0.0,0.078125,0.546875,0.0,0.0,0.0,0.0,0.0
50673d8d39f3ded7116f864d6f9f9ec7,1.13699431846,1,0.999058677672,-0.279203125647,-0.279203125647,0.0,0.166666666667,0.291666666667,0.0,0.0,0.0,0.0,0.0416666666667,0.0833333333333
93b3d05ccb556cef8461f1d71ab5eed5,2.94700477016,1,0.996427918549,1.01356191426,1.01356191426,0.0,0.0102880658436,0.00617283950617,0.216049382716,0.0,0.0,0.125514403292,0.0185185185185,0.00411522633745
6a967380152d646bcb0eae6f753b6701,1.98759431475,1,0.999754596509,-0.0217693947562,-0.0217693947562,0.0,0.0603448275862,0.129310344828,0.0,0.0,0.0,0.0,0.051724137931,0.0431034482759
079f8254b7ba5cfd859a5dc7ab1cd3f4,1.59211548155,1,0.999612507805,-0.231633849286,-0.231633849286,0.0,0.0243902439024,0.0243902439024,0.0,0.0243902439024,0.0,0.0,0.292682926829,0.487804878049
63a28cd09e5da7101bf63053a02b6ddc,1.11810713154,1,0.985632586623,-0.295992282009,-0.295992282009,0.0,0.277777777778,0.222222222222,0.0,0.0,0.0,0.0,0.0555555555556,0.333333333333
80551414066c93fdcb63d6dcfdc767af,1.1645953714,1,0.999590420102,-0.284799511101,-0.284799511101,0.0,0.5,0.454545454545,0.0,0.0,0.0,0.0,0.0,0.0
94a61b906c2f5649bce7c3d5fb583097,0.286835983056,1,0.998692195635,-0.335166980188,-0.335166980188,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
f72dc9de4ad4f8898f1e71d767b427cb,2.53214093403,1,0.998261816651,0.328004696127,0.328004696127,0.0,0.0248962655602,0.0207468879668,0.365145228216,0.0,0.0,0.0,0.0,0.00829875518672
13a580cf4ccaeb873bba3a4836bb3066,1.45170037909,1,0.999371570107,-0.242826620195,-0.242826620195,0.0,0.027027027027,0.135135135135,0.0,0.0,0.0,0.0,0.432432432432,0.0810810810811
cb5a208d1afead81485feabd3adbdd93,1.3782275635,1,0.998513699003,-0.273606740192,-0.273606740192,0.0,0.0,0.153846153846,0.0,0.0384615384615,0.0,0.0,0.269230769231,0.538461538462
d716c82bee7c9867d2ae62edb3b3737e,1.0710465946,1,0.996130198832,-0.301588667463,-0.301588667463,0.125,0.1875,0.125,0.0,0.0,0.0,0.0,0.0,0.125
900a5e5f7acc0d2436c7ba2858948986,1.5130929164,1,0.971289994155,-0.251221198376,-0.251221198376,0.0,0.0,0.117647058824,0.0,0.0,0.0,0.0,0.441176470588,0.411764705882
9f11e999c79ac6984fb33945e0688f2d,1.73762747645,1,0.99974779848,-0.184064572926,-0.184064572926,0.0172413793103,0.051724137931,0.224137931034,0.0,0.0,0.0,0.0,0.0862068965517,0.206896551724
b4e5df4e5a85460b06d6551b268b5f97,2.25748786187,1,0.737123627053,-0.0189712020291,-0.0189712020291,0.0,0.042735042735,0.0940170940171,0.0,0.0,0.0,0.0,0.136752136752,0.034188034188
1b9f8c4ba97baabf30de6c70824a7e1d,2.98296502922,1,0.999769638221,4.36859499401,4.36859499401,0.000593471810089,0.00118694362018,0.00296735905045,0.432047477745,0.0,0.0,0.0,0.00356083086053,0.0178041543027
d1012da1d2f297478d9b794256e311e6,1.74601727376,0,0.999933270162,-0.192459151107,-0.192459151107,0.0363636363636,0.0181818181818,0.0909090909091,0.0,0.0,0.0,0.0,0.218181818182,0.236363636364
4847dbfaf9fbec7b6038794983e5ec41,1.59909243883,1,0.968207023232,0.118140241597,0.118140241597,0.0120481927711,0.0361445783133,0.10843373494,0.0,0.0,0.0,0.0,0.0361445783133,0.144578313253
999daaa270fd68e6886f0ec895fa7537,3.1202915653,1,0.999258634862,11.9880737898,11.9880737898,0.0,0.000453720508167,0.002722323049,0.0,0.0,0.0,0.013611615245,0.00226860254083,0.0068058076225
a91926414dc7e6c1a5b77f46219fa019,1.73762747645,1,0.999579653735,-0.181266380199,-0.181266380199,0.0,0.0,0.440677966102,0.0,0.0,0.0169491525424,0.0,0.271186440678,0.271186440678
3e1c142d3d579bd695e7d1b485c6da5f,1.15637455371,1,0.983910346589,-0.276404932919,-0.276404932919,0.0,0.0,0.76,0.0,0.16,0.0,0.0,0.08,0.0
dbdb89e06d6872add8db47c7ef5ede82,1.24132407211,0,0.99708190007,-0.282001318374,-0.282001318374,0.0,0.0,0.869565217391,0.0,0.0,0.0,0.0,0.0869565217391,0.0
cb609427d470e5b38dde8b80fa8948f4,0.286835983056,1,0.788931114074,-0.340763365642,-0.340763365642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
39110a1be617517738e50048f8a16921,0.823959216501,1,0.998275965516,-0.290395896555,-0.290395896555,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0
789ed533b47c7803f5a77a99d59dfc80,1.5756147065,0,0.856412915038,-0.226037463832,-0.226037463832,0.0,0.093023255814,0.255813953488,0.0,0.0,0.0,0.0,0.093023255814,0.302325581395
d6591053054680bd26f9e2cd77918d2a,1.70455144527,1,0.998127848446,-0.214844692924,-0.214844692924,0.0,0.0425531914894,0.0425531914894,0.0851063829787,0.0,0.0,0.0,0.170212765957,0.595744680851
b435f03f7960f47039c0138bb7310ca3,1.07681028268,1,0.999850797094,-0.295992282009,-0.295992282009,0.0555555555556,0.111111111111,0.277777777778,0.0,0.0,0.0,0.0,0.111111111111,0.444444444444
d341c666be579298a9b3223107e4604d,1.51710639706,1,0.999400802917,-0.251221198376,-0.251221198376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
b651a7559e1d7cc34aa4a63f1e05f8c0,0.860203062805,1,0.994578932626,-0.309983245644,-0.309983245644,0.0,0.0,0.230769230769,0.0,0.0,0.0,0.0,0.538461538462,0.153846153846
a6295f36292853ccf9cb1c051673e811,0.835894813218,1,0.668860424051,-0.312781438371,-0.312781438371,0.0833333333333,0.333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.333333333333
5a40f37f7a9416334d0942a1e7b92046,1.49605043546,0,0.781222446984,-0.248423005649,-0.248423005649,0.0,0.428571428571,0.4,0.0,0.0,0.0,0.0,0.0,0.0
eab7ed3ad4710be01b5244d95b486f36,2.36173836677,1,0.881402976847,0.0789655434183,0.0789655434183,0.0,0.0328947368421,0.0263157894737,0.480263157895,0.0,0.0,0.401315789474,0.0131578947368,0.0
8b1a1db8521435a768bf495eabf99e76,0.709713102424,1,0.45925388504,-0.318377823826,-0.318377823826,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.2
c932a594f9fda83c8101e3a6a831d858,1.25251884855,1,0.959849874007,-0.259615776557,-0.259615776557,0.0,0.0322580645161,0.0322580645161,0.0,0.0,0.0,0.0,0.612903225806,0.0322580645161
17516bf15e4f587a7023fe7c453ed1f6,0.344598248103,1,0.998614465322,-0.335166980188,-0.335166980188,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
b290762eba2991fdd41f2a0ba2a439c0,1.06184577652,1,0.985013751042,-0.295992282009,-0.295992282009,0.0,0.111111111111,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.666666666667
617ef7fdd8184f4c2b47c2fbf61a50b5,2.92520276417,1,0.995587773704,2.051691416,2.051691416,0.0,0.00350058343057,0.00350058343057,0.469078179697,0.0,0.00116686114352,0.0210035005834,0.0163360560093,0.0105017502917
8a019440dc8cb8fa9f7e55e448d32371,0.917965327851,1,0.981119105861,-0.312781438371,-0.312781438371,0.0,0.0833333333333,0.416666666667,0.0,0.0,0.0,0.0,0.166666666667,0.25
e0226fe8458d6954bf56bf7ed7479244,1.21246586009,1,0.996154110995,-0.287597703828,-0.287597703828,0.0,0.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.904761904762
395cf6c9df32f73b9cae3320c6e61de0,0.815186210796,1,0.798545781987,-0.309983245644,-0.309983245644,0.0,0.307692307692,0.230769230769,0.461538461538,0.0,0.0,0.0,0.0,0.0
f61960a4aed2ed8bac74ac75cbf91f03,0.933720058514,1,0.99982615167,-0.309983245644,-0.309983245644,0.0,0.0,0.153846153846,0.0,0.0,0.0,0.0,0.153846153846,0.461538461538
