,_death,_entropy_hour,_label,_rate,_total,dcnt_catid,dcnt_device,dcnt_profile,dcnt_rule,net_access,net_buf_overflow,net_ddos,net_misc,net_scan,net_virus,net_web_attack,network_attack,ra_network_attack,ra_weak_password,ra_web_threat
6a093b7ee05c7e28f9c0a47b8671030e,-0.38466920284,0.286835983056,1,0.998377920457,-0.0898928362322,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5
522d0e0b81ed2ada829b824c31d64240,0.0587184121612,1.15022288957,0,0.948827719991,-0.0699356994514,3,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d685b2f676b806af13a9e4c01a669657,0.195273905401,0.709713102424,1,0.9397738246,-0.0832404573053,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b8805ad9c0435ed3bb639ed3d2f807a8,-0.416275686861,0.344598248103,1,0.99804302813,-0.059957131061,2,2,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.965517241379,0.965517241379,0.0,0.0344827586207
3d22cf0faf9c3c6c442b1e4568dadca8,0.209217387151,0.173205206749,0,0.9175635631,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6e63ce57b28bc2a4b8b404df714bddc5,-0.144816771679,0.544283732969,1,0.986142899191,-0.0854579169476,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
a7692321403a2717cf6b388c786a431b,-0.326015951579,1.77647196338,1,0.999052927292,-0.0388912644591,7,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.208333333333,0.208333333333,0.0208333333333,0.770833333333
caf4a8e37767745a310fac4f5bb47e42,-0.421250781568,0.450561208866,1,0.999375733963,-0.0876753765899,3,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.5,0.25
71024dc6002c4edae88fdf73a6181ed4,-0.422298666791,0.344598248103,1,0.999272666791,-0.0799142678418,3,1,1,2,0.818181818182,0.0,0.0,0.0,0.0,0.0,0.181818181818,1.0,1.0,0.0,0.0
db1b4f4f36090933279ea1617502b217,-0.404173084557,0.674975446835,0,0.997421790574,-0.0821317274841,4,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.111111111111,0.0,0.888888888889
6c1b0325a39a74e7c6190b880864f5ac,-0.4191266899,0.456334432293,1,0.999032526554,-0.0876753765899,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0f31281c6a9f609762ecfe70dfc25f25,1.04779933731,0.173205206749,1,0.910942389255,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ef748e8a82a51ba28ad20b14fd8d6978,-0.392702989549,1.31223565952,1,0.998810784223,-0.0510872924918,6,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
a549a2476192ec0234d486fab60782e3,-0.419664793123,0.173205206749,1,0.998093171116,-0.0865666467687,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
bd4123639e4e3bf5918ad78009d838cc,-0.175177121922,1.03758258735,1,0.994560234363,-0.0754793485572,7,5,1,4,0.142857142857,0.714285714286,0.0,0.142857142857,0.0,0.0,0.0,0.466666666667,0.466666666667,0.0,0.533333333333
d984e32f5c3a9fdfcd8c2d6733f5b62a,-0.321937695576,0.623848004006,1,0.99358807463,-0.0832404573053,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
708ddccdb0d35af1434aa7e1239ecfc0,-0.383536353951,1.49375209359,1,0.994580635699,-0.0577396714187,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b2741b22b8407b06c455f37cc4bf52e6,-0.415086195527,1.03386784222,1,0.99931477936,-0.0732618889149,5,5,1,3,0.0,0.571428571429,0.0,0.0,0.428571428571,0.0,0.0,0.411764705882,0.411764705882,0.0,0.588235294118
abad1022711b667cf96b14a4e8762e47,-0.423271028755,0.544283732969,1,0.998898901071,-0.0865666467687,4,3,1,4,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.8,0.8,0.0,0.2
6a29f384eca295532b86ff2a8eb6c0f7,-0.177952601701,0.376770161256,1,0.979636448264,-0.088784106411,3,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.666666666667
b704ad2bf91918142e129e1729a291bd,-0.413679574823,0.544283732969,0,0.998145513501,-0.0865666467687,2,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
c3774699425f297fff004aa3cf6c5e62,-0.420429466123,0.456334432293,1,0.99912443417,-0.0876753765899,2,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5
a531cfe50b5ab684b1c90e0cf48d20dd,-0.380817516615,1.04085002362,1,0.998036276916,-0.0666095099879,7,5,4,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.130434782609,0.130434782609,0.130434782609,0.739130434783
24d0b9ddd8dfc8b83283708f197fadae,-0.417144204343,1.61921871848,1,0.999762306917,-0.0411087241014,7,8,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0652173913043,0.0652173913043,0.0,0.934782608696
7dd0872f91e7a468438e3ee41e5646d9,-0.203394499681,0.173205206749,1,0.964329466023,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3c3eb091d5eaf8adcce7d140c0006e84,2.73903888507,1.4298983731,1,0.951375670206,-0.0566309415975,4,6,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03125,0.03125,0.0,0.96875
924603cfdb6d3fba5ae24c1e8d64011e,-0.224729820437,0.789277373461,1,0.996789874949,-0.0699356994514,4,3,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.55,0.55,0.0,0.45
ba7bc63123b9aadfcea8e14256cb66a6,0.889530907015,0.173205206749,1,0.867809337159,-0.0910015660533,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6dda1374a587ce9ee47cdc431064d5c3,-0.413207554452,0.173205206749,1,0.999649929201,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9e9fa9dc36607a2582c92fe3c90491f3,-0.406844719855,2.40534237875,1,0.998356105088,0.152918994601,2,2,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.995475113122,0.995475113122,0.0,0.00452488687783
e131f5da971d8b25a4d4afd56e981c22,0.0180680178376,1.15637455371,0,0.973708136845,-0.0477611030283,2,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.975
6191424a27d5052c57fbafa0a2b391b6,-0.171372637734,0.456334432293,1,0.993549300822,-0.0865666467687,2,3,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
88cfdd83d76afd62f9cb62052749241e,-0.420438906531,2.55394294002,1,0.999775349075,0.55538791968,6,7,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00342465753425,0.00342465753425,0.0,0.996575342466
3ea5a16a57da922ad7e54959523b70a0,-0.333152899583,0.562335144619,1,0.998921743066,-0.0854579169476,4,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166666666667,0.166666666667,0.0,0.833333333333
3fa94286434f5910351fa9df4f5f34f2,-0.413679574823,0.173205206749,1,0.997323828871,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
a9bc088f2d7c8016cba76c97c7a99e8b,-0.403370649927,0.456334432293,1,0.999508060553,-0.0821317274841,2,4,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.888888888889,0.888888888889,0.111111111111,0.0
d342d606328411ee0d289200908533d5,1.2757285339,0.789277373461,0,0.928965818321,-0.0621745907033,3,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740740740741,0.740740740741,0.0,0.259259259259
efe94dc5e220ba05421c5627f5d518b4,-0.411338353784,0.456334432293,1,0.999078425265,-0.0876753765899,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5f4af85d52129730510d42dedbb21cd2,-0.420344502457,0.173205206749,1,0.99840676512,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53efc1424c8169675e505237c80db71c,0.296777165914,0.51409669734,0,0.895665294665,-0.0843491871264,2,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61f2e691824644232d986a9b1207fb9b,-0.386009740693,0.952512746879,1,0.999010568841,-0.0555222117764,3,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95ee5b94bac13dadc0ba5f8f9a9c432e,0.343393897723,0.173205206749,1,0.967023207957,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
c9931eef966dbc3fb5f49d10d403a11c,0.863229931961,0.173205206749,0,0.811880685969,-0.0688269696302,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
391a60f9842d172990a2191f766f2da4,-0.421845527236,0.286835983056,1,0.998381353189,-0.0898928362322,2,1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5
3ca223769f9ceee21c088c1012b8c4b5,-0.379307051429,0.173205206749,1,0.996878791496,-0.0898928362322,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
b06fecc134916fd178436a57e972751f,-0.383932851062,0.952512746879,1,0.99513526172,-0.0521960223129,5,5,1,4,0.0,0.0588235294118,0.0882352941176,0.0,0.0,0.0,0.852941176471,0.944444444444,0.944444444444,0.0,0.0555555555556
7914c1cf9d5e64e95e1c315945059c64,0.384903369121,1.31148961513,1,0.858502947719,-0.0655007801668,5,7,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.75
c5d9e7469f6d46d055c8cf03f17627bc,0.0407910784825,0.456334432293,1,0.974819186071,-0.0754793485572,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2eb6cfaef03648164aae1164dac96d81,-0.378835031059,0.173205206749,1,0.990894859794,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25f01863767dade8e9dfb4b001d12d2a,3.28782864885,0.789277373461,0,0.958735047722,-0.0677182398091,2,1,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.318181818182,0.318181818182,0.0,0.681818181818
38bc282422052d9b64065ebe6857b214,-0.418569705863,0.615990578321,1,0.999789632721,-0.0843491871264,4,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142857142857,0.142857142857,0.0,0.857142857143
c40837cf16003bc546941a71af6fb84c,-0.397668643849,0.173205206749,1,0.99757580234,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8fe1e6fb41528db7a563e11381def90a,-0.416256806047,0.286835983056,1,0.997975677294,-0.0898928362322,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31d00a94c66155064f30c6599d80534a,-0.422987816533,0.623848004006,1,0.998371178045,-0.0821317274841,2,3,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.222222222222,0.222222222222,0.0,0.777777777778
ce06e34bf942e24086105484bc38fafa,-0.279116007547,1.68825500871,1,0.99874676743,0.0110015774929,6,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.645161290323,0.645161290323,0.010752688172,0.344086021505
e20030a20c5dc9da30efbaca462e6aeb,-0.295665041743,1.11714685839,1,0.99007634791,-0.0555222117764,6,7,1,3,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.242424242424,0.242424242424,0.0,0.757575757576
d5749b5566c2a8ba2fee173ef0dfa8c5,3.62751338841,1.58084145636,1,0.585617131327,0.432318909532,3,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00634249471459,0.993657505285
d4a8ba12c85c9c629967b802764efa10,-0.421628397865,0.56608573896,1,0.999809012431,-0.0854579169476,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ad91efc324861e94fa1247a95040ce8a,-0.370942850461,1.07681028268,1,0.999566552653,-0.0721531590937,5,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.111111111111,0.0,0.888888888889
49930a97eec4dd3c3b19beb8c932b09a,-0.331245937286,0.286835983056,1,0.997038962575,-0.0898928362322,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25ac002664e3b783ccdc7aa16475ebf1,-0.289717585073,0.286835983056,1,0.979305527975,-0.0898928362322,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7550059bbeca45559608b03329fc3f6a,2.45500534721,2.77371797502,0,0.907988648886,2.81497929519,4,3,1,3,0.00534759358289,0.0,0.0,0.0,0.0,0.0,0.994652406417,0.998474446987,0.998474446987,0.0,0.00152555301297
830dabbf5d79a5da7b53672c7c5c108b,-0.411621566006,2.22441183069,1,0.999755022539,0.0353936335583,5,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84628bfc5758f93580836cf37fc2c9ee,-0.412744974489,0.723254511001,1,0.999295672298,-0.0788055380206,6,5,1,3,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.833333333333
41085efa302dbddf09819a02aba632ec,-0.41967423353,0.173205206749,1,0.999777510202,-0.0898928362322,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
a716a548aa1893674a620b601d6a1d13,2.77288274565,0.173205206749,1,0.440887466098,-0.0876753765899,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.75,0.0,0.25
4ef45823b4325801eea632d3e61dd271,-0.404560141261,0.867563228481,0,0.999675048597,-0.0788055380206,3,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
e2a122e7aa3afe4213b2392abe4649af,-0.413377481785,2.75191596903,1,0.999342989944,0.397948285076,6,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.909502262443,0.909502262443,0.0,0.0904977375566
50673d8d39f3ded7116f864d6f9f9ec7,-0.423082220607,0.829295806309,1,0.999058677672,-0.0788055380206,6,4,1,3,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.333333333333,0.75,0.75,0.0,0.25
93b3d05ccb556cef8461f1d71ab5eed5,-0.345302703925,0.286835983056,1,0.996427918549,-0.0898928362322,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6a967380152d646bcb0eae6f753b6701,-0.40441853515,1.9933627705,1,0.999754596509,0.0320674440949,2,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.883928571429,0.883928571429,0.0,0.116071428571
079f8254b7ba5cfd859a5dc7ab1cd3f4,-0.404286369446,1.90327051866,1,0.999612507805,-0.0200428574994,9,9,1,5,0.375,0.125,0.0,0.25,0.0,0.0,0.25,0.123076923077,0.123076923077,0.0461538461538,0.830769230769
63a28cd09e5da7101bf63053a02b6ddc,-0.221387916212,0.835894813218,1,0.985632586623,-0.0810229976629,4,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.7
f72dc9de4ad4f8898f1e71d767b427cb,-0.358698642045,0.615990578321,1,0.998261816651,-0.0810229976629,6,2,1,4,0.625,0.125,0.0,0.0,0.0,0.0,0.25,0.8,0.8,0.0,0.2
13a580cf4ccaeb873bba3a4836bb3066,-0.353006076375,1.29043365353,1,0.999371570107,-0.0533047521341,3,1,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.885714285714,0.885714285714,0.0,0.114285714286
cb5a208d1afead81485feabd3adbdd93,-0.42076932079,1.09246062452,1,0.998513699003,-0.0732618889149,5,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.941176470588
900a5e5f7acc0d2436c7ba2858948986,1.51921552192,1.29203013113,1,0.971289994155,-0.0621745907033,4,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.148148148148,0.148148148148,0.0,0.851851851852
49fe3717fc4696bf9cfa3ec0c1a5ae3a,-0.0423694704252,1.64102072447,1,0.982849323804,-0.0411087241014,3,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65b2535e8e4672f6d0455672c174114e,-0.245017255969,0.456334432293,1,0.986380636705,-0.0865666467687,3,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8
1b9f8c4ba97baabf30de6c70824a7e1d,-0.409780686561,2.32289387984,1,0.999769638221,0.164006292812,16,9,1,5,0.302857142857,0.0857142857143,0.0,0.0,0.594285714286,0.0,0.0171428571429,0.757575757576,0.757575757576,0.004329004329,0.238095238095
d1012da1d2f297478d9b794256e311e6,-0.422468594125,2.07292704154,0,0.999933270162,-0.00119445053978,13,4,1,5,0.0819672131148,0.180327868852,0.0,0.0,0.360655737705,0.0,0.377049180328,0.743902439024,0.743902439024,0.0,0.256097560976
4847dbfaf9fbec7b6038794983e5ec41,0.680690214208,2.07004281366,1,0.968207023232,0.0220888757045,7,6,1,4,0.0,0.566666666667,0.0,0.0111111111111,0.0,0.0,0.422222222222,0.873786407767,0.873786407767,0.0,0.126213592233
999daaa270fd68e6886f0ec895fa7537,-0.264379531574,2.47726289686,1,0.999258634862,0.268226896001,21,8,1,5,0.180921052632,0.322368421053,0.0,0.00328947368421,0.0,0.0,0.493421052632,0.935384615385,0.935384615385,0.0,0.0646153846154
a91926414dc7e6c1a5b77f46219fa019,-0.415501573454,1.1269287948,1,0.999579653735,-0.0721531590937,4,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cb609427d470e5b38dde8b80fa8948f4,2.10221732216,0.173205206749,1,0.788931114074,-0.088784106411,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5a48ef6196f0bed4b6683d890f1a6aac,-0.415284444083,1.44213267144,1,0.999501019464,-0.0200428574994,7,6,1,3,0.766666666667,0.233333333333,0.0,0.0,0.0,0.0,0.0,0.461538461538,0.461538461538,0.0,0.538461538462
39110a1be617517738e50048f8a16921,-0.397649763034,0.544283732969,1,0.998275965516,-0.0865666467687,1,2,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
d6591053054680bd26f9e2cd77918d2a,-0.409355868227,1.51555409958,1,0.998127848446,-0.0544134819552,4,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0294117647059,0.0294117647059,0.0,0.970588235294
b435f03f7960f47039c0138bb7310ca3,-0.414916268194,0.789277373461,1,0.999850797094,-0.0555222117764,2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b651a7559e1d7cc34aa4a63f1e05f8c0,-0.121225193552,0.376770161256,1,0.994578932626,-0.088784106411,3,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333333,0.333333333333,0.0,0.666666666667
aaf26f56831cc123738fdd907ba2c248,-0.42278012757,0.286835983056,1,0.999379193954,-0.0898928362322,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5a40f37f7a9416334d0942a1e7b92046,2.92673306527,0.615990578321,0,0.781222446984,-0.074370618736,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
eab7ed3ad4710be01b5244d95b486f36,3.62955251641,0.681610269053,1,0.881402976847,-0.0799142678418,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
c932a594f9fda83c8101e3a6a831d858,0.150951192593,0.344598248103,1,0.959849874007,-0.0865666467687,2,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.0,0.4
617ef7fdd8184f4c2b47c2fbf61a50b5,-0.20186515368,1.23071684256,1,0.995587773704,-0.0643920503456,6,4,2,3,0.0,0.833333333333,0.0,0.0,0.0,0.0,0.166666666667,0.48,0.48,0.0,0.52
8a019440dc8cb8fa9f7e55e448d32371,0.0229675892853,0.376770161256,1,0.981119105861,-0.088784106411,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
e0226fe8458d6954bf56bf7ed7479244,-0.403899312742,1.42776018961,1,0.996154110995,0.047589661591,3,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00793650793651,0.00793650793651,0.0,0.992063492063
3337011a2d32803ead241a1b71cdbfb8,-0.41503899349,0.286835983056,1,0.999750314487,-0.0898928362322,2,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5
001dd0bdf2c1dc1507ad4761be4ab3d6,-0.420750439976,0.376770161256,1,0.999813033381,-0.088784106411,3,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333333,0.333333333333,0.0,0.666666666667
f2e2b348af54b387e1dd33b81caed822,-0.162206002135,1.21413681876,0,0.988298115505,-0.0388912644591,3,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b6e28d02319b28d99f099cc77c4d2e94,-0.415813106898,0.815186210796,1,0.997159422168,-0.0810229976629,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cf00ac768356070058cb7b9b2eedff61,0.281917964644,1.32966134885,1,0.964541323701,-0.00673809964555,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
e3e07e1028d36236d8e7ea32e37a3207,-0.415558215898,0.173205206749,1,0.997799838416,-0.0876753765899,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75
a883d1d9a82618d4c26371bb35d40162,-0.414689698416,1.47900795452,1,0.999864433425,-0.0533047521341,4,7,1,3,0.0,0.962962962963,0.0,0.0,0.0,0.0,0.037037037037,0.771428571429,0.771428571429,0.0,0.228571428571
084e7cfb332cadf95d2af80cb61954ab,-0.420920367309,0.173205206749,1,0.999429631692,-0.0910015660533,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
f450e329393bf41bb608c1ca263ff111,-0.300017069561,0.51409669734,1,0.998059788946,-0.0854579169476,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6317b210c01d53cc72378cbe26c7f8ea,-0.366779630791,0.344598248103,1,0.99325703993,-0.0632833205245,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2e35b8c9e365e2dfaef035c6d8862ba6,-0.40084062074,0.344598248103,1,0.998971439904,-0.0699356994514,1,2,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
d470de1a35038b197953b667d4240d5e,-0.303689388045,0.823959216501,1,0.994527058958,-0.0788055380206,5,4,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.666666666667
ec72216a71e7e5ebac44ca7d28bebea5,-0.392636906697,0.456334432293,1,0.996987943185,-0.0876753765899,3,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62c477d82ac9652fd5bfc2f0b20516a7,-0.422581879014,0.173205206749,0,0.999616404,-0.0876753765899,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
